bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,neighborhood_avg_sqft,sqft_lot15,sale_year,yr_since_renovated,log_price,is_renovated,house_age,house_age_bin,basement_ratio,above_ratio,lot_living_ratio
3,3.25,1280,1730,2.0,0,0,3,8,1090,190,2005,98177,47.7032,-122.36,1280,2121,2015,,12.834683971615659,0,10,<20 yrs,0.1484375,0.8515625,1.3515625
3,2.0,1620,9566,1.0,0,0,4,7,1620,0,1968,98059,47.474,-122.146,1660,10011,2015,,12.85547951492316,0,47,20–50 yrs,0.0,1.0,5.904938271604938
3,2.5,2630,10100,1.0,0,0,4,9,1580,1050,1967,98006,47.5638,-122.153,2400,9700,2014,,13.655929661159648,0,47,20–50 yrs,0.39923954372623577,0.6007604562737643,3.840304182509506
3,1.5,1240,8738,1.0,0,0,3,7,1240,0,1959,98005,47.5849,-122.17,1440,9344,2014,,13.07107218827772,0,55,50–100 yrs,0.0,1.0,7.046774193548387
3,1.75,1300,2580,1.0,0,0,5,7,820,480,1919,98115,47.674,-122.319,1180,2820,2014,,13.043322334563697,0,95,50–100 yrs,0.36923076923076925,0.6307692307692307,1.9846153846153847
3,1.75,2430,14607,1.0,0,1,3,8,1230,1200,1949,98040,47.5588,-122.211,2750,17425,2014,44.0,13.544227942968698,1,65,50–100 yrs,0.49382716049382713,0.5061728395061729,6.011111111111111
4,1.5,1890,7540,1.0,0,0,4,7,1890,0,1967,98155,47.7534,-122.318,1890,8515,2015,,12.706850963741102,0,48,20–50 yrs,0.0,1.0,3.9894179894179893
3,2.25,1890,12236,1.0,0,0,3,8,1890,0,1978,98074,47.6232,-122.047,2390,12323,2014,,13.06685278163674,0,36,20–50 yrs,0.0,1.0,6.474074074074074
3,1.5,2440,7200,1.0,0,0,3,7,2440,0,1949,98118,47.5604,-122.274,1920,6900,2014,,13.217675375388819,0,65,50–100 yrs,0.0,1.0,2.9508196721311477
3,2.25,1780,7280,1.0,0,2,3,7,1340,440,1972,98034,47.723,-122.215,2060,7280,2014,,13.015893357585442,0,42,20–50 yrs,0.24719101123595505,0.7528089887640449,4.089887640449438
4,2.75,2830,13059,2.0,0,0,3,10,2830,0,1998,98075,47.595,-121.986,3840,11596,2014,,13.519797657900346,0,16,<20 yrs,0.0,1.0,4.614487632508834
4,2.0,2490,4700,1.0,0,0,4,7,1690,800,1952,98136,47.5254,-122.392,2240,5000,2015,,13.45883704259595,0,63,50–100 yrs,0.321285140562249,0.678714859437751,1.8875502008032128
4,2.5,1560,12220,1.5,0,0,4,7,1560,0,1965,98027,47.5287,-122.053,1920,12220,2014,,13.14432250131873,0,49,20–50 yrs,0.0,1.0,7.833333333333333
3,2.5,1980,4500,2.0,0,0,3,7,1980,0,2012,98042,47.3671,-122.113,2200,4500,2014,,12.669652561839216,0,2,<20 yrs,0.0,1.0,2.272727272727273
3,2.5,2070,39768,2.0,0,0,3,8,2070,0,1988,98077,47.7696,-122.036,2740,44866,2014,,13.204774355433571,0,26,20–50 yrs,0.0,1.0,19.21159420289855
3,1.75,1490,11360,1.0,0,0,3,8,1490,0,1975,98008,47.5896,-122.12,2350,10320,2014,,13.102162710901053,0,39,20–50 yrs,0.0,1.0,7.624161073825503
4,3.5,3090,4060,2.0,0,0,3,8,2420,670,1992,98144,47.5733,-122.287,1720,4080,2015,,13.541075028051122,0,23,20–50 yrs,0.2168284789644013,0.7831715210355987,1.313915857605178
3,2.25,1580,8659,1.0,0,0,4,7,1220,360,1961,98011,47.7599,-122.215,1970,9650,2015,,13.07107218827772,0,54,50–100 yrs,0.22784810126582278,0.7721518987341772,5.480379746835443
5,4.5,5190,23716,2.0,0,2,3,11,3390,1800,1987,98040,47.5846,-122.223,4460,22748,2014,14.0,14.347608904377145,1,27,20–50 yrs,0.3468208092485549,0.653179190751445,4.569556840077071
3,2.75,2692,6197,2.0,0,0,3,9,2692,0,2007,98030,47.3569,-122.202,2336,5700,2015,,12.983103608918753,0,8,<20 yrs,0.0,1.0,2.302005943536404
3,2.5,1740,3690,2.0,0,0,3,8,1740,0,2000,98065,47.5345,-121.867,2100,4944,2014,,12.896719202134523,0,14,<20 yrs,0.0,1.0,2.1206896551724137
3,2.0,1940,3800,1.0,0,0,4,7,1050,890,1927,98115,47.6842,-122.309,1700,3800,2014,,13.348703414510117,0,87,50–100 yrs,0.4587628865979381,0.5412371134020618,1.958762886597938
4,2.5,2150,5100,1.5,0,0,3,7,1290,860,1991,98106,47.5338,-122.36,1920,5100,2014,,12.755640983610817,0,23,20–50 yrs,0.4,0.6,2.372093023255814
3,1.5,1320,8000,1.0,0,0,3,7,1320,0,1957,98008,47.6027,-122.122,1720,8100,2015,,12.928781055513184,0,58,50–100 yrs,0.0,1.0,6.0606060606060606
4,2.5,3360,40471,2.0,0,0,4,10,3360,0,1994,98077,47.742,-122.035,3150,36823,2015,,13.647093089770562,0,21,20–50 yrs,0.0,1.0,12.044940476190476
3,1.75,1850,9655,1.0,0,0,3,7,1100,750,1959,98155,47.7358,-122.319,1480,8683,2014,,12.829336379587506,0,55,50–100 yrs,0.40540540540540543,0.5945945945945946,5.218918918918919
4,2.25,2880,8882,2.0,0,0,4,8,2480,400,1965,98115,47.6999,-122.284,2460,9610,2014,,13.493928313146206,0,49,20–50 yrs,0.1388888888888889,0.8611111111111112,3.0840277777777776
6,2.5,2420,11662,1.0,0,2,4,7,1420,1000,1965,98188,47.4459,-122.278,1630,11662,2014,,12.837347081942964,0,49,20–50 yrs,0.4132231404958678,0.5867768595041323,4.81900826446281
3,1.0,2020,4120,1.5,0,0,4,7,1520,500,1929,98118,47.5514,-122.271,1200,4635,2014,,13.222210522327158,0,85,50–100 yrs,0.24752475247524752,0.7524752475247525,2.0396039603960396
5,2.0,2280,19000,1.5,0,0,3,6,2280,0,1924,98166,47.4683,-122.359,1790,11800,2014,,12.807655372286902,0,90,50–100 yrs,0.0,1.0,8.333333333333334
4,2.5,3010,46173,2.0,0,0,3,9,3010,0,1996,98053,47.6471,-121.964,2590,49222,2014,,13.45883704259595,0,18,<20 yrs,0.0,1.0,15.339867109634552
4,2.25,2550,9736,1.0,0,0,4,8,2550,0,1967,98002,47.3193,-122.212,1770,9686,2015,,12.660331092405906,0,48,20–50 yrs,0.0,1.0,3.8180392156862744
4,2.0,1540,5110,1.0,0,0,3,7,1540,0,1957,98118,47.5164,-122.268,1540,5110,2015,,12.47801017053037,0,58,50–100 yrs,0.0,1.0,3.3181818181818183
3,2.25,2280,6150,2.0,0,2,3,8,2280,0,1984,98136,47.5423,-122.385,1920,6150,2014,,13.399996629152975,0,30,20–50 yrs,0.0,1.0,2.6973684210526314
4,2.5,2450,6941,2.0,0,0,3,7,2450,0,2006,98042,47.4006,-122.162,3300,6941,2015,,12.73670383776449,0,9,<20 yrs,0.0,1.0,2.833061224489796
5,2.5,2950,5500,1.5,0,0,5,7,1720,1230,1918,98144,47.5785,-122.293,2200,5000,2014,,13.400753916947913,0,96,50–100 yrs,0.41694915254237286,0.5830508474576271,1.8644067796610169
1,1.0,690,1950,1.0,0,0,3,6,690,0,1928,98117,47.6849,-122.374,1650,4864,2014,,12.54254845357358,0,86,50–100 yrs,0.0,1.0,2.8260869565217392
1,1.0,800,2480,1.0,0,0,4,6,800,0,1919,98108,47.5581,-122.316,1490,4650,2014,,12.495007682693725,0,95,50–100 yrs,0.0,1.0,3.1
2,1.0,1470,25661,1.5,0,0,3,4,1470,0,1932,98059,47.4878,-122.13,1670,43301,2014,,12.345838935721968,0,82,50–100 yrs,0.0,1.0,17.456462585034014
3,2.25,1840,11403,2.0,0,0,3,8,1840,0,1993,98045,47.4862,-121.797,2150,11403,2014,,12.940843898859598,0,21,20–50 yrs,0.0,1.0,6.1972826086956525
3,1.0,1170,9730,1.0,0,0,3,7,1170,0,1968,98055,47.4562,-122.196,1680,10125,2014,28.0,12.437188334739655,1,46,20–50 yrs,0.0,1.0,8.316239316239317
5,1.75,2344,4800,1.5,0,0,4,7,1544,800,1921,98103,47.6537,-122.335,1770,4200,2015,,13.581054510971494,0,94,50–100 yrs,0.3412969283276451,0.658703071672355,2.04778156996587
1,1.0,1230,3774,1.0,0,0,4,6,830,400,1924,98103,47.6886,-122.354,1300,3774,2014,,12.936036208848487,0,90,50–100 yrs,0.3252032520325203,0.6747967479674797,3.0682926829268293
3,1.75,1150,13278,1.0,0,0,5,7,1150,0,1966,98053,47.6384,-121.969,1560,12400,2014,,12.733758336210744,0,48,20–50 yrs,0.0,1.0,11.546086956521739
3,1.0,1140,10477,1.0,0,0,3,6,1140,0,1942,98168,47.4874,-122.306,1190,9750,2015,,11.970356641102999,0,73,50–100 yrs,0.0,1.0,9.190350877192982
3,1.0,1660,5100,1.0,0,0,3,7,1260,400,1957,98136,47.5323,-122.383,1230,5100,2014,,13.190023895035274,0,57,50–100 yrs,0.24096385542168675,0.7590361445783133,3.072289156626506
3,1.0,1080,4120,1.0,0,0,3,7,980,100,1919,98115,47.6771,-122.319,1280,3090,2015,,13.615718476407858,0,96,50–100 yrs,0.09259259259259259,0.9074074074074074,3.814814814814815
4,2.0,1720,4000,1.0,0,0,3,7,1420,300,1950,98105,47.6651,-122.285,1350,1281,2015,,13.217675375388819,0,65,50–100 yrs,0.1744186046511628,0.8255813953488372,2.3255813953488373
2,1.0,590,8717,1.0,0,0,3,6,590,0,1953,98133,47.7343,-122.335,1370,6760,2015,,12.388398368982115,0,62,50–100 yrs,0.0,1.0,14.77457627118644
3,3.25,1290,1230,2.0,0,2,3,9,1090,200,2008,98119,47.6367,-122.37,1710,1797,2014,,13.28787951079572,0,6,<20 yrs,0.15503875968992248,0.8449612403100775,0.9534883720930233
3,1.5,1480,21320,1.0,0,0,4,7,1480,0,1967,98027,47.5234,-122.043,1850,17825,2015,,12.819367308662605,0,48,20–50 yrs,0.0,1.0,14.405405405405405
4,2.5,2600,118666,1.0,0,0,3,7,1400,1200,1981,98027,47.54,-121.97,2440,131116,2015,,13.1421679654829,0,34,20–50 yrs,0.46153846153846156,0.5384615384615384,45.64076923076923
3,2.5,2040,10086,2.0,0,0,3,8,2040,0,1987,98052,47.679,-122.113,1940,10272,2014,,13.203945207713025,0,27,20–50 yrs,0.0,1.0,4.944117647058824
3,1.0,970,7854,1.0,0,0,4,7,970,0,1980,98056,47.4899,-122.185,1480,7800,2015,,12.47801017053037,0,35,20–50 yrs,0.0,1.0,8.096907216494845
6,3.0,2620,4350,1.0,0,0,3,7,1760,860,1957,98117,47.678,-122.373,1760,4300,2015,,13.710151153416941,0,58,50–100 yrs,0.3282442748091603,0.6717557251908397,1.6603053435114503
4,3.5,4560,41636,2.0,0,0,3,9,4170,390,1995,98006,47.5589,-122.116,2990,11381,2014,,13.910821646859095,0,19,<20 yrs,0.08552631578947369,0.9144736842105263,9.130701754385965
3,1.75,1750,14400,1.0,0,0,4,7,1750,0,1951,98166,47.4535,-122.361,2030,14400,2014,,12.81584093453868,0,63,50–100 yrs,0.0,1.0,8.228571428571428
4,3.5,3620,6499,2.5,0,0,3,9,3620,0,2003,98177,47.7326,-122.36,2330,7200,2014,5.0,13.623139877437296,1,11,<20 yrs,0.0,1.0,1.7953038674033148
3,2.0,1660,7509,1.0,0,0,3,7,1660,0,2002,98059,47.4872,-122.144,2380,8598,2015,,12.746945301848456,0,13,<20 yrs,0.0,1.0,4.523493975903614
4,1.0,1360,6000,1.0,0,0,4,6,1020,340,1944,98168,47.4783,-122.285,1230,6000,2014,,12.519060557144618,0,70,50–100 yrs,0.25,0.75,4.411764705882353
3,2.5,2044,5610,2.0,0,0,4,9,2044,0,1996,98033,47.6791,-122.209,2440,5610,2015,,13.815511557963774,0,19,<20 yrs,0.0,1.0,2.744618395303327
5,3.0,2370,6000,1.5,0,2,3,8,1340,1030,1926,98107,47.6645,-122.358,1350,4500,2014,11.0,13.554147092530322,1,88,50–100 yrs,0.4345991561181435,0.5654008438818565,2.5316455696202533
3,2.0,1170,3868,1.5,0,0,4,7,1170,0,1925,98118,47.5543,-122.29,1400,3800,2015,,12.899222326086994,0,90,50–100 yrs,0.0,1.0,3.305982905982906
3,1.0,1660,7210,1.0,0,0,3,7,1100,560,1963,98001,47.3394,-122.281,1660,7245,2014,,12.323860125621126,0,51,50–100 yrs,0.3373493975903614,0.6626506024096386,4.343373493975903
4,1.0,2020,18150,1.0,0,0,4,7,2020,0,1955,98028,47.739,-122.249,1530,11970,2015,,12.75130259456002,0,60,50–100 yrs,0.0,1.0,8.985148514851485
3,2.5,2530,8116,2.0,0,0,3,8,2530,0,2001,98011,47.7597,-122.167,2280,8791,2014,,13.017005083966255,0,13,<20 yrs,0.0,1.0,3.207905138339921
2,1.0,870,5635,1.0,0,0,3,7,870,0,1948,98116,47.5676,-122.398,1310,5750,2014,,12.721440935745564,0,66,50–100 yrs,0.0,1.0,6.477011494252873
5,3.0,3670,9600,1.0,0,1,3,8,1980,1690,1955,98108,47.5648,-122.316,1730,4933,2015,,13.312985389904174,0,60,50–100 yrs,0.4604904632152589,0.5395095367847411,2.6158038147138964
5,3.5,3180,14000,2.0,0,0,5,10,3180,0,1997,98006,47.5501,-122.128,3670,14450,2014,,13.541075028051122,0,17,<20 yrs,0.0,1.0,4.40251572327044
2,1.5,1870,12960,1.5,0,0,4,6,1350,520,1926,98118,47.5234,-122.288,1380,7800,2014,,12.873904582205107,0,88,50–100 yrs,0.27807486631016043,0.7219251336898396,6.93048128342246
3,2.5,1940,5660,2.0,0,0,3,8,1940,0,2001,98072,47.7511,-122.17,2110,4581,2014,,13.098072734013513,0,13,<20 yrs,0.0,1.0,2.917525773195876
3,3.25,4220,41300,1.0,1,4,4,11,2460,1760,1958,98008,47.6083,-122.11,3810,30401,2014,27.0,15.009433329466965,1,56,50–100 yrs,0.41706161137440756,0.5829383886255924,9.786729857819905
5,4.5,4820,13165,2.0,0,0,4,11,3950,870,1990,98077,47.7295,-122.057,3880,13810,2015,,13.876606598057414,0,25,20–50 yrs,0.18049792531120332,0.8195020746887967,2.7313278008298756
3,2.0,2400,217800,2.0,0,0,3,8,1590,810,1975,98038,47.4166,-121.94,2340,207781,2015,,13.317931805683793,0,40,20–50 yrs,0.3375,0.6625,90.75
3,2.25,2930,6000,2.0,0,2,3,11,1920,1010,2000,98112,47.6301,-122.301,1870,5040,2014,,14.141211419624977,0,14,<20 yrs,0.3447098976109215,0.6552901023890785,2.04778156996587
2,1.0,800,3000,1.0,0,0,3,6,800,0,1904,98118,47.5602,-122.292,1640,3400,2014,,12.611374406964662,0,110,>100 yrs,0.0,1.0,3.75
3,3.25,2200,4800,2.0,0,2,3,7,1910,290,1943,98103,47.6551,-122.353,1410,4800,2015,19.0,13.614618838078025,1,72,50–100 yrs,0.1318181818181818,0.8681818181818182,2.1818181818181817
3,2.5,2400,9701,1.0,0,0,3,9,2400,0,1990,98023,47.3081,-122.392,2400,8258,2014,,12.779875885354993,0,24,20–50 yrs,0.0,1.0,4.042083333333333
5,3.25,5570,9600,2.0,0,0,5,9,3860,1710,1952,98105,47.6708,-122.262,3170,10400,2014,,14.433395793107085,0,62,50–100 yrs,0.30700179533213645,0.6929982046678635,1.7235188509874326
3,3.25,1980,2850,3.0,0,0,3,7,1980,0,1987,98103,47.6597,-122.331,1630,4560,2014,,13.399996629152975,0,27,20–50 yrs,0.0,1.0,1.4393939393939394
3,2.25,3530,17450,1.0,1,3,3,9,1840,1690,1930,98040,47.5358,-122.213,3530,17310,2014,21.0,14.67713431097174,1,84,50–100 yrs,0.47875354107648727,0.5212464589235127,4.943342776203966
4,2.5,3430,35120,2.0,0,0,3,10,3430,0,1984,98033,47.6484,-122.182,3920,35230,2015,,14.00695784829872,0,31,20–50 yrs,0.0,1.0,10.239067055393585
3,2.5,1720,3676,2.0,0,0,3,7,1720,0,1992,98031,47.4039,-122.188,1720,3510,2014,,12.452741298891185,0,22,20–50 yrs,0.0,1.0,2.1372093023255814
3,1.5,1930,11092,1.0,0,0,3,7,1500,430,1983,98074,47.634,-122.033,1230,10964,2014,,13.07107218827772,0,31,20–50 yrs,0.22279792746113988,0.7772020725388601,5.747150259067357
4,1.75,2140,159865,1.0,0,0,4,7,1140,1000,1960,98031,47.4235,-122.218,1830,15569,2014,,12.802023117909632,0,54,50–100 yrs,0.4672897196261682,0.5327102803738317,74.70327102803738
3,1.75,1110,9012,1.0,0,0,4,7,1110,0,1966,98052,47.6563,-122.131,1800,8679,2014,,13.021439671201302,0,48,20–50 yrs,0.0,1.0,8.118918918918919
3,1.75,1970,8200,1.0,0,0,3,7,1270,700,1964,98168,47.4731,-122.327,1890,8348,2014,,12.660331092405906,0,50,20–50 yrs,0.3553299492385787,0.6446700507614214,4.16243654822335
3,2.5,1630,2844,2.0,0,0,3,7,1630,0,2003,98118,47.5413,-122.288,1610,2582,2015,,12.709725607146975,0,12,<20 yrs,0.0,1.0,1.7447852760736196
5,2.25,2520,49222,2.0,0,0,4,8,2520,0,1978,98027,47.4918,-122.064,2780,55321,2014,,13.190023895035274,0,36,20–50 yrs,0.0,1.0,19.53253968253968
4,2.25,2270,9464,1.5,0,0,4,7,1520,750,1940,98146,47.5007,-122.359,1770,9464,2015,,13.079457964073546,0,75,50–100 yrs,0.3303964757709251,0.6696035242290749,4.169162995594713
3,2.5,1212,1174,3.0,0,0,3,7,1212,0,2004,98125,47.7145,-122.311,1256,1226,2014,,12.73670383776449,0,10,<20 yrs,0.0,1.0,0.9686468646864687
4,2.0,1890,8362,1.0,0,0,3,7,1890,0,1966,98188,47.4377,-122.279,1600,9257,2014,,12.650761671914688,0,48,20–50 yrs,0.0,1.0,4.424338624338624
3,2.25,1370,6600,2.0,0,0,4,7,1370,0,1993,98038,47.3504,-122.035,1370,6600,2015,,12.628070334272698,0,22,20–50 yrs,0.0,1.0,4.817518248175182
3,2.5,1770,7336,2.0,0,0,3,7,1770,0,1996,98030,47.3639,-122.185,1770,7349,2014,,12.506180941677357,0,18,<20 yrs,0.0,1.0,4.144632768361582
3,2.5,1710,1664,2.0,0,0,5,8,1300,410,2003,98199,47.6456,-122.383,1470,5400,2014,,13.180632285528304,0,11,<20 yrs,0.23976608187134502,0.7602339181286549,0.9730994152046784
2,1.0,1190,6967,1.0,0,0,3,7,1190,0,1946,98040,47.5896,-122.243,1700,6968,2014,,13.282952145338172,0,68,50–100 yrs,0.0,1.0,5.854621848739495
3,2.0,1690,16061,1.0,0,0,3,7,1690,0,1984,98074,47.6359,-122.035,1280,12436,2014,,13.038549066167487,0,30,20–50 yrs,0.0,1.0,9.503550295857988
4,1.75,1680,7800,1.0,0,0,3,7,1330,350,1966,98008,47.6286,-122.118,1680,7210,2014,,13.019224835777257,0,48,20–50 yrs,0.20833333333333334,0.7916666666666666,4.642857142857143
3,3.25,4340,4947,2.0,0,3,3,11,3060,1280,1993,98107,47.6709,-122.406,1680,5250,2014,,14.72175135802525,0,21,20–50 yrs,0.29493087557603687,0.7050691244239631,1.1398617511520737
3,2.25,2040,435600,2.0,0,2,4,7,2040,0,1983,98022,47.2328,-121.945,2020,223027,2014,,13.171155446333852,0,31,20–50 yrs,0.0,1.0,213.52941176470588
2,1.0,1110,26051,1.0,0,0,3,6,1110,0,1951,98168,47.4711,-122.291,2240,12255,2014,,12.429220196836383,0,63,50–100 yrs,0.0,1.0,23.46936936936937
5,2.0,2040,6180,2.0,0,0,4,7,2040,0,1908,98118,47.5503,-122.28,1870,4365,2014,,13.07107218827772,0,106,>100 yrs,0.0,1.0,3.0294117647058822
4,1.5,1920,11595,1.0,0,0,4,7,1920,0,1962,98002,47.2858,-122.212,1400,10550,2015,,12.367345048436391,0,53,50–100 yrs,0.0,1.0,6.0390625
3,1.5,1330,9548,1.0,0,0,5,7,1330,0,1967,98042,47.3675,-122.11,1420,9548,2014,,12.345838935721968,0,47,20–50 yrs,0.0,1.0,7.178947368421053
4,1.0,1630,2566,1.5,0,0,3,7,1630,0,1921,98122,47.6183,-122.3,1220,2314,2014,,13.272507757002963,0,93,50–100 yrs,0.0,1.0,1.5742331288343558
3,1.0,1520,9030,1.0,0,0,3,7,1520,0,1956,98007,47.587,-122.134,1470,8712,2014,,12.936036208848487,0,58,50–100 yrs,0.0,1.0,5.940789473684211
3,1.0,1520,9030,1.0,0,0,3,7,1520,0,1956,98007,47.587,-122.134,1470,8712,2014,,13.166382176694869,0,58,50–100 yrs,0.0,1.0,5.940789473684211
3,1.5,1340,7725,1.0,0,0,4,8,1340,0,1967,98056,47.5389,-122.173,1990,7725,2015,,12.855792879125431,0,48,20–50 yrs,0.0,1.0,5.764925373134329
3,1.75,2500,8289,1.0,0,0,4,7,1250,1250,1958,98056,47.4973,-122.177,1710,8205,2014,,12.660331092405906,0,56,50–100 yrs,0.5,0.5,3.3156
3,2.0,1460,3600,2.0,0,0,3,7,1460,0,1902,98122,47.6123,-122.314,1590,1210,2014,,13.28957298843418,0,112,>100 yrs,0.0,1.0,2.4657534246575343
4,2.25,3140,12150,2.0,0,0,3,9,3140,0,1979,98074,47.6361,-122.047,2370,12054,2014,,13.527829818844937,0,35,20–50 yrs,0.0,1.0,3.8694267515923566
3,1.75,2150,4333,1.0,0,0,3,7,1200,950,1956,98136,47.5537,-122.388,1480,6500,2014,,12.971542813248437,0,58,50–100 yrs,0.4418604651162791,0.5581395348837209,2.0153488372093022
4,2.5,3140,32336,1.5,0,0,3,10,3140,0,1995,98072,47.7412,-122.087,2340,19965,2015,,13.475834594887509,0,20,<20 yrs,0.0,1.0,10.298089171974523
3,2.5,2310,53578,1.0,0,0,4,8,1340,970,1981,98072,47.7677,-122.135,2660,49658,2015,,13.1421679654829,0,34,20–50 yrs,0.4199134199134199,0.5800865800865801,23.193939393939395
2,1.0,710,4800,1.0,0,0,2,6,710,0,1950,98112,47.6212,-122.298,1480,1721,2015,,13.081543466215237,0,65,50–100 yrs,0.0,1.0,6.76056338028169
3,1.0,1460,7200,1.0,0,0,3,7,1260,200,1906,98103,47.6875,-122.336,1430,4650,2014,,13.195615697878253,0,108,>100 yrs,0.136986301369863,0.863013698630137,4.931506849315069
2,2.75,730,5000,1.0,0,0,3,7,730,0,1929,98126,47.5381,-122.374,980,5000,2014,,13.047641986378483,0,85,50–100 yrs,0.0,1.0,6.8493150684931505
3,2.5,1440,3840,2.0,0,0,3,7,1440,0,2001,98053,47.6873,-122.043,1600,3131,2015,,13.073175234051686,0,14,<20 yrs,0.0,1.0,2.6666666666666665
3,2.0,1130,16875,1.0,0,0,4,7,1130,0,1947,98155,47.7489,-122.3,1600,14300,2015,,12.764261701882237,0,68,50–100 yrs,0.0,1.0,14.93362831858407
3,2.25,1810,8262,2.0,0,0,4,8,1810,0,1981,98023,47.2994,-122.37,1820,8262,2015,,12.506180941677357,0,34,20–50 yrs,0.0,1.0,4.5646408839779005
3,2.5,2710,18480,2.0,0,2,3,10,2000,710,1978,98034,47.7256,-122.259,2710,18077,2014,,13.51440681653079,0,36,20–50 yrs,0.26199261992619927,0.7380073800738007,6.819188191881919
4,2.5,2740,8336,2.0,0,0,4,9,2740,0,1990,98031,47.3904,-122.176,2460,9189,2014,,12.886643575525625,0,24,20–50 yrs,0.0,1.0,3.0423357664233577
3,2.5,1690,4088,2.0,0,0,3,7,1690,0,2004,98053,47.6779,-122.034,1950,4088,2015,,13.118357364036902,0,11,<20 yrs,0.0,1.0,2.4189349112426037
3,2.5,1470,4675,2.0,0,0,3,7,1470,0,1999,98065,47.5261,-121.827,1500,4385,2015,,12.736409677721657,0,16,<20 yrs,0.0,1.0,3.1802721088435373
3,2.5,2830,9972,2.0,0,0,3,9,2830,0,2006,98019,47.7382,-121.975,3557,9159,2014,,13.197472705176983,0,8,<20 yrs,0.0,1.0,3.5236749116607773
3,1.0,1410,9704,1.0,0,0,3,8,1140,270,1983,98074,47.6203,-122.036,1910,13639,2015,,12.899222326086994,0,32,20–50 yrs,0.19148936170212766,0.8085106382978723,6.882269503546099
3,2.5,2170,11745,1.0,0,0,4,7,1410,760,1967,98058,47.4342,-122.17,1860,8643,2015,,12.323860125621126,0,48,20–50 yrs,0.35023041474654376,0.6497695852534562,5.412442396313364
3,2.25,1340,4080,1.5,0,0,3,6,1170,170,1907,98144,47.5722,-122.291,1670,4080,2014,,12.706850963741102,0,107,>100 yrs,0.12686567164179105,0.8731343283582089,3.044776119402985
3,3.0,2480,5500,2.0,0,3,3,10,1730,750,1950,98199,47.6466,-122.404,2950,5670,2014,9.0,14.14323103801225,1,64,50–100 yrs,0.3024193548387097,0.6975806451612904,2.217741935483871
3,2.75,1990,31200,1.0,0,0,3,8,1990,0,1986,98029,47.5544,-122.035,3120,29625,2015,,13.102162710901053,0,29,20–50 yrs,0.0,1.0,15.678391959798995
4,2.75,2240,7200,1.0,0,0,3,7,1140,1100,1967,98001,47.3357,-122.275,1580,7416,2014,,12.468440756144114,0,47,20–50 yrs,0.49107142857142855,0.5089285714285714,3.2142857142857144
4,2.5,2990,8913,2.0,0,0,4,9,2990,0,1991,98058,47.4353,-122.159,2740,8030,2014,,13.060277313201007,0,23,20–50 yrs,0.0,1.0,2.9809364548494983
6,1.75,2120,3801,1.5,0,0,4,7,1220,900,1925,98115,47.6832,-122.311,1850,4181,2014,,13.108266481420335,0,89,50–100 yrs,0.42452830188679247,0.5754716981132075,1.7929245283018869
4,2.25,2920,46355,2.0,0,0,4,9,2920,0,1998,98024,47.569,-121.962,2310,184694,2014,,13.51440681653079,0,16,<20 yrs,0.0,1.0,15.875
4,1.75,1700,6000,1.0,0,0,3,7,1700,0,1967,98002,47.3252,-122.208,1280,6000,2014,,11.91103693456627,0,47,20–50 yrs,0.0,1.0,3.5294117647058822
2,2.5,1620,14467,2.0,0,0,3,7,1620,0,1981,98074,47.6306,-122.035,1470,13615,2014,,13.07107218827772,0,33,20–50 yrs,0.0,1.0,8.930246913580246
2,1.0,760,4000,1.0,0,0,3,7,760,0,1944,98117,47.6896,-122.396,1520,4000,2014,,12.936036208848487,0,70,50–100 yrs,0.0,1.0,5.2631578947368425
3,1.0,1230,6000,1.0,0,0,4,7,1230,0,1967,98002,47.3256,-122.209,1240,6000,2014,,12.343662665771719,0,47,20–50 yrs,0.0,1.0,4.878048780487805
5,3.75,4960,13990,2.0,0,2,3,11,3760,1200,2001,98006,47.5491,-122.137,5200,18116,2014,,14.119312750303045,0,13,<20 yrs,0.24193548387096775,0.7580645161290323,2.8205645161290325
4,2.5,2030,11375,1.0,0,0,3,7,1330,700,1969,98028,47.7765,-122.261,1500,9160,2014,,12.861001210669146,0,45,20–50 yrs,0.3448275862068966,0.6551724137931034,5.603448275862069
3,2.25,1830,11331,1.0,0,0,3,7,1250,580,1965,98001,47.2899,-122.287,2240,16433,2015,,12.345838935721968,0,50,20–50 yrs,0.31693989071038253,0.6830601092896175,6.191803278688525
2,1.0,970,2700,1.0,0,0,4,7,770,200,1926,98115,47.6852,-122.312,1570,3348,2014,,12.959846800844963,0,88,50–100 yrs,0.20618556701030927,0.7938144329896907,2.783505154639175
2,1.0,1000,4179,1.0,0,0,5,5,1000,0,1914,98002,47.297,-122.227,1010,6327,2014,,12.15425816271595,0,100,50–100 yrs,0.0,1.0,4.179
2,1.0,750,6480,1.0,0,0,3,6,750,0,1943,98106,47.5195,-122.35,1050,6390,2015,,12.380030154325457,0,72,50–100 yrs,0.0,1.0,8.64
4,2.5,2620,16200,1.0,0,2,4,7,1570,1050,1950,98033,47.6623,-122.196,3050,11875,2014,21.0,13.783050380802182,1,64,50–100 yrs,0.40076335877862596,0.5992366412213741,6.183206106870229
4,1.5,2220,9496,1.0,0,0,4,7,1490,730,1954,98004,47.6233,-122.206,1800,8286,2014,,13.733216401013184,0,60,50–100 yrs,0.32882882882882886,0.6711711711711712,4.277477477477477
